GPU time: 12725.382s for 4571
building_id,mean,std,%>18,%<15
1027,14.6845,6.6519,35.7,52.5
10276,13.2260,6.9673,30.5,61.7
10277,13.5622,7.0389,32.6,59.4
10279,13.9498,7.0071,36.3,54.9
10281,13.0396,6.8731,31.4,60.0
10282,14.2663,6.7888,37.7,51.4
10285,13.9881,7.0376,35.4,56.6
10288,14.5513,6.8192,36.4,53.6
10291,12.2398,6.7314,25.2,66.2
10292,11.1960,6.4409,20.1,72.5
10303,17.6397,6.5787,55.7,34.5
10306,14.2908,7.3496,37.1,55.5
1031,12.1594,6.8471,25.8,66.4
10311,16.3623,6.5798,48.2,40.9
10312,16.4435,6.4515,47.7,41.2
10315,16.7260,6.3944,49.9,39.0
10316,15.9886,6.6005,45.1,43.5
10318,17.5148,6.3174,56.9,32.0
10323,14.3009,7.3644,38.1,53.3
10324,16.4158,7.0211,49.4,41.4
10330,14.9888,7.1804,40.9,49.6
10334,15.0428,7.1922,41.3,48.9
10337,13.9648,6.8365,34.0,57.0
10340,13.4494,7.4915,32.8,60.4
10349,13.6647,7.3630,34.3,58.2
10350,16.6285,7.2681,50.8,40.6
10354,12.3365,6.7300,26.1,64.9
10356,12.4790,6.9003,27.0,64.8
10357,11.8913,6.8442,23.8,69.1
10363,15.9323,6.9246,45.9,44.4
10366,15.8162,6.8257,44.0,45.3
10370,15.6086,7.6747,46.6,46.1
10371,12.7617,6.9158,27.6,63.8
10372,15.6770,7.1711,44.9,46.9
10376,14.4592,6.5569,35.4,52.7
10382,16.9430,6.3332,51.3,36.7
10386,15.1796,6.7007,39.5,49.4
10388,16.3988,6.6584,48.7,40.7
10394,14.6096,7.0012,38.0,52.3
10396,15.4047,6.9935,42.5,47.5
10401,17.1007,6.7416,50.8,39.5
10405,17.7502,7.0984,57.6,34.8
10417,16.0452,6.7084,45.7,43.3
10422,15.1574,7.1478,42.5,48.3
10430,14.1440,6.9075,35.5,55.4
10437,13.8220,7.7908,37.7,55.8
10447,17.1659,6.4083,52.8,35.7
10455,15.1933,7.0494,41.8,48.8
10456,14.4566,6.6279,36.5,52.2
10464,15.1735,6.4687,39.1,48.7
10477,12.0067,7.1408,26.4,66.9
10478,12.3840,7.2126,28.4,65.0
10483,11.7629,6.8611,23.7,69.9
10490,14.5620,7.0917,38.3,53.0
10491,17.1111,6.9337,52.2,39.0
10493,16.3467,7.0008,48.0,43.0
10495,15.8607,6.9444,44.2,46.4
10498,15.2610,6.9028,40.7,49.7
10504,16.5446,7.0409,49.5,41.6
10507,15.4060,6.9544,41.4,49.1
10515,11.1739,6.4117,20.8,71.1
10522,13.6406,6.7896,33.1,56.1
10524,14.4914,6.3887,35.7,52.3
10532,13.5489,6.6086,30.1,60.2
10535,14.9613,6.7560,39.8,50.0
10538,16.1423,6.5742,46.5,42.8
10541,13.5403,6.6178,30.1,60.1
10580,15.1404,7.2082,42.2,49.3
10584,13.2397,6.5594,28.5,61.2
10587,14.9875,6.7027,40.5,47.9
10588,9.1044,5.9339,13.7,81.3
10589,13.4135,6.4484,28.7,61.4
10593,13.4129,6.5871,29.6,60.0
10594,11.5854,6.4615,21.7,70.4
10604,14.2556,7.0550,36.5,53.1
10605,14.4582,6.6248,36.4,52.6
10608,15.1879,6.7024,40.5,48.5
10609,14.4115,6.6565,36.4,52.8
10611,12.3689,6.7748,26.1,66.4
10612,15.4860,6.4380,41.0,46.8
10614,15.5196,6.9625,44.1,46.2
10618,15.1525,6.8530,39.5,49.6
10628,12.1656,6.6671,24.8,65.7
10633,17.1031,7.0461,53.6,37.4
10634,18.3797,6.2284,61.4,28.6
10637,16.5246,7.1388,50.7,40.6
10649,13.9068,7.1417,34.8,56.8
10650,14.9104,7.1405,40.1,50.6
10651,14.9983,6.3589,38.3,49.9
10653,13.9487,7.1406,35.5,55.9
10655,14.7362,7.2396,41.2,50.9
10678,13.6879,6.9049,34.2,56.6
10682,10.2008,6.0129,16.0,77.5
10691,14.8472,6.6775,38.3,50.0
10692,13.6858,6.9086,32.4,59.4
10696,11.4393,6.9119,22.2,71.9
10700,13.0871,6.9409,29.8,61.8
10701,17.3657,6.3326,53.4,34.8
10702,16.8729,6.7106,50.8,38.9
10705,15.9293,7.0427,47.4,43.7
10706,16.2829,6.3830,47.1,40.2
10707,16.0268,6.6557,46.5,41.9
10708,14.3911,6.9189,37.1,52.7
10709,16.1002,7.0671,47.6,43.2
10712,14.7117,6.5665,37.6,51.3
10714,14.4296,6.8260,37.1,52.4
10715,12.6369,6.9882,29.4,62.5
10721,13.7468,7.0854,34.2,56.7
10722,14.6910,7.0062,38.3,51.9
10724,14.3143,6.8587,36.7,53.3
10726,13.6854,7.0509,32.3,58.7
10733,14.4567,7.2429,38.0,53.7
10737,14.0839,6.9290,34.4,56.9
10739,13.2768,6.7400,30.0,60.7
10742,16.4528,6.6404,47.2,42.4
10765,15.0834,6.9324,40.6,50.3
10769,16.3022,7.2321,48.1,43.6
10772,14.0049,7.2035,35.4,55.8
10773,16.2533,7.2537,48.1,43.7
10776,13.4314,6.9009,31.4,58.8
10782,16.9346,7.1981,52.4,39.9
10786,17.2476,6.8711,53.5,37.5
10790,15.4957,7.2434,42.9,48.6
10791,15.1910,7.0904,40.0,51.2
10793,14.1936,6.6518,34.7,55.5
10794,15.2504,7.0615,40.2,50.9
10797,14.6005,6.9043,37.5,53.7
10798,16.2833,6.9711,46.6,44.0
10799,14.3244,7.1743,35.7,56.1
108,16.9372,6.7317,51.1,39.0
10801,14.2041,6.5456,34.2,55.4
10803,17.7357,6.7406,56.4,34.2
10806,15.9111,6.4506,44.2,43.5
10821,18.9696,6.2254,65.0,26.1
10822,18.2899,6.7477,61.6,30.9
10823,18.5984,6.6792,62.0,30.2
10830,15.9195,7.4325,46.8,45.3
10834,12.8646,6.7226,27.4,64.2
10836,17.5344,7.3721,55.3,37.5
10841,15.9533,7.4091,46.9,45.3
10845,15.9626,7.4227,47.0,45.1
10849,12.9326,6.9092,29.0,63.1
10851,17.5970,7.4106,55.8,37.2
10853,12.5379,7.1370,28.4,64.6
10855,17.6088,7.3772,55.9,37.0
10865,13.0189,7.0232,30.4,61.7
10867,16.9936,7.5176,51.3,41.2
10869,12.8236,7.1105,29.7,62.9
10871,17.0447,7.4961,51.6,40.8
10874,17.5825,7.1146,55.7,36.4
10882,16.0102,7.2237,46.4,45.7
10884,17.8423,6.9280,57.7,34.2
10889,17.2046,7.1031,54.7,36.7
10890,16.7403,7.1593,51.2,40.3
10893,16.4307,7.0697,49.1,42.5
10895,16.0667,5.9435,42.2,43.4
10896,13.1525,7.0759,30.5,61.4
10905,17.5295,7.0678,55.9,36.1
10927,12.1170,7.4916,28.4,65.0
10929,11.8382,7.1941,25.2,68.1
10930,18.1548,7.1809,59.8,33.2
10931,13.9431,7.1553,34.7,57.2
10933,17.2641,7.0114,53.6,38.0
10941,13.7970,6.7030,33.0,56.6
10945,12.0280,6.2418,22.1,67.4
10946,13.1609,7.1443,30.8,60.9
10947,9.5966,5.5913,12.4,81.7
10949,15.7271,6.9948,44.8,46.2
10956,15.0627,7.0377,39.7,51.3
10957,14.7824,6.7595,37.6,51.8
10959,13.9811,6.9133,35.5,54.5
10961,18.2300,6.7306,60.0,30.8
10967,15.0801,6.7212,39.5,49.1
10970,17.1394,7.0034,53.5,37.6
10972,14.5287,6.5304,35.1,53.0
10973,14.9642,6.7394,38.7,50.6
10975,16.6403,6.5702,47.9,40.6
10977,15.5289,6.8178,42.1,47.0
10978,15.7754,7.0012,44.6,45.7
10980,16.3732,7.1136,47.8,43.8
10982,14.8781,7.1901,39.4,52.0
10985,18.1873,6.6487,59.6,30.7
10987,9.3944,5.4044,11.5,82.1
10989,17.5130,6.9438,55.6,36.2
1099,15.8531,6.5520,44.2,44.9
10993,15.8180,7.2088,45.0,46.3
10995,14.4505,7.0651,38.0,53.0
10997,17.7200,6.5513,56.0,35.3
11000,18.8550,5.4607,63.4,23.3
11009,13.7563,7.2903,35.6,55.7
1101,16.1814,6.9944,46.7,44.2
11012,13.7556,7.3178,35.7,55.8
11015,14.0302,7.5105,37.3,54.6
1102,14.4162,7.5741,39.9,52.8
11024,14.2237,6.6283,35.7,53.3
11032,15.5492,7.1295,43.5,47.2
11037,14.2522,7.6149,38.3,54.7
11038,15.6639,6.9888,43.4,47.2
11039,16.0770,6.9541,45.7,44.5
1104,16.2886,7.0586,47.2,43.0
11040,15.6498,6.9850,43.1,47.3
11041,16.0833,6.9685,45.7,44.8
11042,15.6819,7.0530,44.6,46.8
11043,17.3838,7.3230,55.0,37.1
11051,16.8288,7.1815,52.1,39.3
11057,14.7314,7.7017,40.5,50.6
11060,14.4724,7.1537,39.4,52.1
1107,17.8486,6.1900,57.2,31.7
11071,12.2175,6.8873,26.3,66.1
11075,12.5298,7.3519,29.9,63.5
11078,15.7760,6.7441,44.5,45.4
11079,11.7017,6.7552,23.7,68.5
1109,13.0693,8.8021,38.6,53.5
11090,11.4182,6.7116,23.3,69.6
11093,13.1914,7.0670,31.3,61.5
11096,13.7162,6.8208,32.7,58.4
1110,17.9342,6.1978,58.9,30.0
11100,11.6325,6.9261,24.6,68.9
11103,12.1009,5.6936,18.6,70.8
11104,11.2283,6.7149,22.3,69.8
11108,15.5033,8.3987,49.3,45.2
11117,16.0407,6.7415,44.4,46.1
11132,12.2956,7.3406,29.2,64.0
11133,13.7738,6.8827,33.4,57.1
11136,13.3318,6.6927,29.9,59.6
11137,13.4180,6.8897,30.5,60.3
11156,16.3052,7.4590,48.5,43.4
11160,14.9643,6.9729,39.6,51.0
11163,15.0101,7.0456,39.4,51.2
11164,15.1515,7.2662,42.3,49.0
11165,15.3615,7.1834,43.5,47.7
11168,16.0269,6.9800,46.9,43.5
11175,15.1265,7.2810,42.3,49.0
11176,15.9733,7.0022,46.7,43.8
11190,15.3136,7.1447,42.3,48.8
11192,13.7417,6.9170,34.0,57.1
11195,15.7183,7.2524,44.9,46.5
11198,13.7349,6.2784,29.6,57.0
11199,16.7711,6.2516,49.5,38.1
11200,13.4547,7.6157,34.4,58.9
11209,15.0128,6.8101,41.1,48.4
1121,11.5237,6.6436,21.9,70.7
11210,16.4642,6.8214,49.0,41.5
11215,14.4748,7.1665,37.3,53.7
11216,12.0778,6.2623,22.2,67.5
11218,15.4304,6.5541,41.5,47.8
11224,14.8673,6.4463,38.0,50.8
11225,14.7006,7.2455,39.9,51.3
11226,19.3703,6.3186,67.3,25.1
11227,17.2080,7.0169,53.3,37.6
11229,15.6913,6.5535,43.0,44.7
11240,18.2765,6.6760,60.0,31.6
11243,15.1839,6.4785,39.6,51.0
11244,18.7807,6.5965,62.9,28.8
11249,17.2309,6.6087,53.9,36.3
11253,14.5851,7.0895,37.9,53.3
11255,17.6326,6.4182,56.1,33.8
11258,13.4320,7.2974,32.5,60.5
11269,12.6932,7.1910,29.5,63.2
11271,16.8410,6.7271,51.4,39.3
11272,16.7311,7.6018,50.5,42.2
11283,14.0527,6.6064,34.2,54.6
11286,13.8011,6.6574,31.5,59.1
11395,17.5191,6.7403,55.2,35.7
11396,15.0045,6.9312,40.1,50.0
11399,14.5009,7.3282,40.7,49.8
114,15.0528,7.1083,40.5,50.6
11400,14.7820,6.9947,38.4,52.6
11404,16.4511,6.7308,47.9,42.0
11407,15.8118,6.9487,43.8,46.7
11414,16.0012,6.8912,45.7,44.6
11417,15.2619,7.3677,43.4,48.6
11418,16.8819,6.7852,50.9,39.6
11421,14.2069,6.9456,35.2,55.5
11424,12.9335,6.7516,27.9,63.1
11427,11.7743,7.0277,25.4,67.1
11430,11.3474,6.8725,23.2,69.5
11434,13.5340,7.4646,34.1,58.5
11437,13.5655,7.3146,33.8,58.8
11438,16.4417,6.5525,46.1,41.9
11439,17.4760,6.8405,54.9,36.6
11443,15.3362,7.7185,44.7,48.9
11449,18.2065,6.7240,59.8,32.1
11454,17.4229,7.4363,56.6,36.8
11456,16.8922,7.5453,54.4,39.2
11460,18.1921,6.7104,59.4,32.5
11463,18.3412,6.7026,60.7,31.4
11466,16.3230,6.8243,49.6,40.8
11470,16.6348,7.0329,50.3,41.0
11471,16.9213,7.0953,52.6,38.8
11474,15.5007,7.5008,44.5,48.3
11479,12.7876,6.6454,27.0,63.9
11480,14.0295,7.0209,35.6,55.1
11485,17.0183,7.0341,52.6,38.7
11489,15.2721,7.1465,41.6,49.2
11497,13.2315,7.0844,30.8,61.2
11498,12.2760,6.9612,27.1,65.2
11501,13.8983,6.5843,32.0,57.6
11509,14.4442,6.6668,35.4,54.9
11510,13.7941,6.7534,32.4,58.2
11511,15.2159,6.8293,39.6,50.9
11512,13.5869,6.6719,31.3,59.6
11513,13.9699,6.4985,30.9,59.4
11514,14.0059,6.8616,33.7,57.0
11515,13.6411,6.3827,28.9,61.2
11516,12.9613,6.9301,28.5,63.3
11523,15.4082,6.6317,41.4,48.3
11526,14.8352,7.1647,39.6,52.1
11574,14.0593,6.8769,34.4,56.2
11575,13.9332,6.7806,33.3,57.3
11580,21.0837,5.6015,78.0,16.2
11581,21.4614,5.4851,80.0,14.4
11604,17.6908,6.8962,56.7,34.6
11605,18.6776,6.4888,62.9,28.0
11613,19.7181,6.6190,69.8,24.1
11614,19.5839,6.5753,68.6,24.6
11621,18.3705,6.1044,62.1,28.0
11622,16.7215,6.5856,48.4,39.4
11639,13.6879,6.4575,31.1,58.4
11645,15.6616,6.9700,43.8,45.6
11647,13.7889,6.5513,31.8,57.4
11650,13.5288,6.6505,30.9,59.2
11669,15.9492,6.3315,44.9,43.1
11670,16.2434,6.0657,47.3,39.2
11672,16.0447,6.2892,47.3,40.5
11675,17.0582,6.1492,53.0,34.9
11676,15.4601,6.8617,43.3,47.1
11679,16.8825,6.7647,50.8,39.5
11681,12.7139,6.4241,25.3,65.8
11688,14.2883,6.8484,36.6,54.4
11691,15.0601,7.3445,42.0,50.1
11693,19.0502,6.6190,65.1,27.7
11695,17.6304,7.0333,56.8,35.1
11697,16.5977,6.3015,49.9,37.4
11701,18.1263,6.3686,60.1,30.7
11702,15.9794,7.2718,47.8,44.4
11705,15.8977,7.2757,47.5,44.6
11713,15.9319,7.3169,47.8,44.4
11717,16.8177,6.3289,51.1,36.3
11728,14.5753,6.9728,37.4,53.4
11729,14.7770,7.0556,38.7,52.2
11731,12.7067,7.2372,28.8,64.7
11732,12.4851,6.5302,25.2,66.3
11736,9.5918,6.5453,15.9,78.3
11737,10.4905,6.6694,18.3,75.4
11738,10.6607,6.7929,19.4,74.6
11739,9.6570,6.6894,16.2,78.4
11740,9.1949,6.2558,13.7,81.1
11780,13.4189,6.9888,31.3,60.6
11781,13.4413,6.6555,30.7,60.3
11783,12.6407,7.0338,28.1,65.0
11784,12.8801,6.8198,28.1,64.1
11786,14.2835,6.9324,35.4,55.7
11787,11.9244,6.8990,25.3,67.6
11808,16.5542,6.9190,50.0,40.6
11811,16.8112,6.5547,50.9,38.9
11812,16.8060,6.5776,51.2,38.6
11814,16.5759,6.5038,48.4,40.3
11816,17.8224,6.5073,57.7,33.1
11817,14.7997,6.4808,36.9,51.7
11818,17.3585,6.4372,54.6,34.8
11819,16.8536,6.4162,50.5,38.3
11824,15.6644,6.6665,43.4,44.9
11825,16.6069,6.3083,47.9,39.9
11826,16.6157,6.3178,47.7,39.8
11828,17.7416,6.5072,57.2,33.5
11829,17.7069,6.4964,57.0,33.6
1183,15.7553,7.1161,44.1,45.3
1184,12.4264,6.9206,27.9,64.2
11859,13.9440,6.4436,33.4,55.6
11868,12.2912,7.3832,28.9,64.2
11888,13.3517,6.9598,31.7,59.8
11904,15.4729,6.5171,40.8,47.7
11906,14.4277,6.4204,34.1,53.4
11908,15.4898,6.6805,41.5,45.1
11909,15.2388,6.7599,41.5,48.2
11912,17.9135,6.9377,57.3,34.0
11913,14.9538,6.6303,35.7,52.6
11914,18.7920,6.3543,61.3,28.5
11916,12.3953,7.2639,27.9,66.5
11931,16.5442,7.0058,49.7,41.5
11943,14.8818,7.5266,42.0,50.7
11960,15.9860,6.7493,45.6,44.0
11962,16.4770,7.2355,49.7,41.7
11964,15.7568,7.6543,47.3,45.1
11966,16.1161,7.4328,48.3,43.4
11967,18.7297,7.0163,62.7,30.6
11972,13.9757,6.9586,33.5,58.1
11973,16.1297,6.6567,46.2,43.2
11974,15.4996,7.1606,43.1,48.2
11975,18.6440,6.8450,63.1,29.7
11977,13.8331,7.0809,33.4,58.5
11988,16.8537,6.8101,51.0,39.4
11993,15.3915,6.5669,40.7,48.7
11994,12.7395,6.3300,26.6,62.5
11995,16.7825,6.9481,50.8,40.2
11997,15.2031,7.0822,42.1,49.0
11998,16.4190,7.0004,48.0,43.2
11999,15.7481,7.1749,44.4,47.2
1200,15.0386,7.3223,40.6,51.0
12000,16.2402,6.1272,40.8,42.3
12001,15.1193,6.6120,39.0,49.9
12002,15.5696,6.6168,41.9,46.9
12005,18.4087,6.3457,61.7,29.2
1201,14.3385,7.1399,37.4,54.4
12347,15.7975,6.6784,43.7,45.6
12354,16.6129,6.7448,49.7,39.9
12355,16.0923,7.0265,47.2,42.7
124,15.6028,6.8333,42.0,47.3
1243,11.9038,6.6566,23.8,67.7
1246,13.8586,6.5448,32.8,56.2
125,15.6353,6.4938,41.1,47.4
1259,15.4046,6.4244,41.0,46.0
1260,16.2886,6.9883,50.0,40.6
1261,16.5258,7.1551,49.8,41.3
12815,14.4111,7.1615,37.7,53.4
12871,16.3807,6.9132,49.3,41.7
12880,17.7052,6.4497,57.0,32.9
12881,16.9494,6.5183,50.0,36.7
12882,17.9866,6.5498,59.5,31.7
12888,12.1061,6.5206,23.7,66.5
12890,11.4346,6.7826,22.9,70.1
12894,11.6595,6.7454,24.0,68.3
1290,11.3341,7.0544,24.1,70.0
1291,10.3159,6.9148,20.5,74.2
12915,16.0427,6.9378,45.9,45.1
12945,16.2759,7.1519,48.3,42.3
12948,11.3133,5.5987,15.2,74.7
12949,6.8295,3.9992,4.5,93.3
12952,16.9922,7.0892,53.3,38.2
12955,13.6047,6.5274,31.3,57.9
12959,10.8352,6.1209,17.2,74.8
12962,11.0701,6.8001,20.7,72.3
12963,10.6314,6.2356,16.6,76.1
12964,14.0022,7.0059,34.5,56.5
12969,15.2643,6.7794,39.8,49.8
12974,12.3190,6.8793,25.8,66.0
12975,11.6080,6.7285,22.0,69.4
12976,15.7790,6.8081,43.4,46.0
12982,14.8067,7.1170,40.0,50.6
12983,14.7735,7.0806,38.8,50.8
12985,13.6568,6.8247,31.0,60.0
12986,11.3246,6.8394,22.1,71.0
12998,12.1870,6.9982,25.9,65.9
12999,11.4392,6.6424,21.1,70.8
13000,15.8737,6.7513,43.8,45.4
13006,14.8988,7.0923,40.2,49.9
13008,14.7783,7.0763,38.8,50.8
13010,13.6750,6.8314,31.1,59.9
13024,11.1795,6.4930,20.7,72.6
13031,13.5368,6.7487,30.2,61.3
13039,10.5853,6.2008,16.4,76.4
13040,13.5287,7.1471,32.5,58.4
13045,15.3600,6.7556,40.1,48.4
13052,14.0732,6.8153,32.8,57.2
13058,13.5553,6.9205,30.7,61.1
13067,15.3149,6.9037,41.8,48.8
13068,15.6189,7.1929,45.7,46.1
13076,17.3597,6.6423,55.4,35.4
13082,12.8315,6.4900,25.8,64.9
13089,16.8991,6.8287,52.5,38.5
13092,14.2789,7.5979,37.8,56.0
13097,12.0491,6.4004,22.0,70.1
13117,13.7538,7.1904,34.8,56.2
13132,14.2436,6.5608,35.2,54.8
13143,16.1478,6.3542,44.7,41.8
13144,14.7908,6.4642,37.8,51.7
13162,17.0189,6.7930,52.9,37.4
132,11.5235,6.3648,21.0,71.9
13203,14.8066,6.8830,37.2,53.2
13204,15.1399,7.3639,41.4,50.5
1321,13.8166,7.2173,34.4,56.9
13214,14.3319,6.4382,32.9,56.0
1322,13.4642,6.9759,31.6,59.2
1323,15.2190,7.4570,43.6,48.5
13240,17.6743,6.3674,56.0,32.9
13244,17.1587,6.2283,51.3,36.7
13255,15.0161,6.9979,40.9,49.5
13257,12.2734,6.4439,23.7,69.2
1326,13.5365,6.9823,32.7,59.2
1327,12.0732,7.7006,29.8,64.8
13273,15.6979,6.5874,43.8,44.4
13275,11.7041,6.4561,21.8,71.4
1328,14.0724,7.5121,38.5,54.1
13280,10.7535,5.8169,15.9,74.8
13281,11.5355,6.2030,20.3,72.0
13288,15.3769,6.7584,42.4,47.6
13294,14.6177,7.0000,36.5,54.0
13297,20.4780,6.0760,76.9,18.4
13298,16.4767,6.7568,48.1,41.0
13299,16.5910,6.7808,49.5,40.0
133,11.8001,6.8384,23.9,69.8
1330,13.0871,7.4723,32.5,60.6
13300,14.2910,6.7322,34.5,55.8
13302,17.5089,6.9794,55.4,36.5
1331,14.2456,6.6144,35.7,54.1
13312,16.9958,6.9526,51.8,39.2
1332,14.9757,6.4182,36.9,48.0
13320,17.8676,6.6658,58.4,32.5
13332,15.8236,6.6584,42.9,47.0
13333,15.5445,6.9246,41.4,48.8
13335,15.1034,6.8625,40.7,49.7
13343,12.9848,7.4226,31.1,62.3
13344,14.9170,6.4850,37.3,50.8
13345,13.9272,6.6960,33.0,56.0
13346,12.1688,5.9372,19.3,65.1
13366,15.8983,6.8515,46.0,43.9
13369,15.2445,6.3891,40.3,47.8
13370,15.1961,6.3277,39.8,47.8
13372,14.7398,6.3361,36.7,50.8
13374,14.8204,7.5044,40.2,52.3
13388,18.4745,6.3487,63.1,28.5
13389,15.5467,7.2788,45.5,46.6
1339,14.2445,6.0286,28.9,57.4
13390,15.2114,6.9990,43.0,46.4
13408,13.9923,7.1510,35.4,56.1
13413,14.0170,7.1251,35.4,56.1
13419,13.6151,6.9963,32.4,59.7
13425,12.7771,6.9598,28.7,64.0
13431,13.1848,6.8948,29.5,60.9
13432,13.5073,6.9961,31.9,59.9
13433,12.5840,6.6990,26.4,64.6
13439,11.5536,6.3015,20.4,71.2
13444,10.9755,5.7373,16.2,76.4
13485,11.4031,7.2695,27.1,66.3
13488,17.1032,6.7758,52.5,38.0
13491,10.5940,7.1980,21.6,72.1
13528,12.7838,6.8916,28.8,62.8
13533,11.1130,7.5446,25.7,69.2
13539,15.2005,6.1558,36.9,48.8
13540,15.9904,6.4584,44.3,43.7
13541,13.6150,6.8759,32.4,59.4
13544,12.3353,6.1412,23.4,67.0
13548,16.1736,6.7963,46.1,43.8
1355,12.9562,6.2293,25.6,62.7
13551,16.1555,6.8045,46.1,43.9
13554,14.2027,6.8492,34.1,56.1
13557,13.9142,7.2606,34.4,57.1
13558,14.9360,7.0102,40.2,50.3
1356,15.5590,6.3331,40.5,45.6
13566,13.9373,6.7014,31.2,60.8
13568,14.9915,7.3855,42.3,49.2
13569,14.6631,6.6369,36.8,52.8
1357,12.8043,6.6904,27.5,64.9
13577,15.3669,6.5128,40.4,49.0
13579,15.2871,6.4448,38.3,49.0
13594,14.8406,7.2250,38.1,53.1
13595,16.8606,6.8113,48.1,42.0
13597,13.4069,6.8839,31.0,60.7
13599,14.0663,6.7589,33.5,57.4
136,13.1187,7.0326,29.8,62.3
1360,13.9061,6.2331,29.0,59.4
13600,14.1669,6.6404,32.8,58.0
1361,11.7304,6.4876,25.0,66.4
13617,16.7278,6.7499,50.0,40.3
13618,16.5617,6.5261,48.9,40.5
13620,14.4828,7.0337,37.1,53.5
13625,15.7684,6.9534,44.8,45.5
13628,19.0214,6.9006,66.0,27.3
13629,11.1345,7.4275,25.2,69.9
1363,11.8034,6.5358,25.7,65.7
13638,15.6175,6.9843,43.7,47.0
13644,11.6597,7.3245,25.7,68.8
13647,12.4861,7.3755,28.9,64.4
13650,12.2782,7.3935,28.2,65.5
13653,11.9429,7.4314,26.9,67.5
1366,14.4338,6.4025,35.7,52.8
13661,12.1029,6.8169,25.3,67.2
13662,13.0631,6.7557,29.3,62.1
13664,12.7691,6.1811,24.6,65.8
13666,14.7335,6.7821,37.9,52.6
1367,11.7092,7.1371,25.1,69.0
1368,14.6592,6.6690,36.4,52.3
13680,12.3332,6.6059,25.1,67.5
13688,14.4862,7.1838,37.4,53.9
1369,8.7068,5.3477,9.7,86.4
13694,15.7073,6.7487,42.3,45.1
13697,17.0816,6.6756,52.8,37.5
13698,16.1281,7.0176,47.7,42.5
13699,16.6004,6.1685,46.7,39.8
1371,11.1243,6.4671,20.5,72.2
13716,13.2231,6.6790,28.6,62.3
13717,14.3964,6.5734,34.1,54.5
13719,14.3342,5.8599,30.1,52.5
1372,13.5482,6.8363,30.9,60.0
13720,13.6567,6.9397,31.9,58.2
13723,13.5428,6.1017,27.1,60.6
1373,12.9297,6.2542,25.8,63.7
1374,16.1120,7.1463,48.3,43.7
13749,15.7991,6.9099,45.1,45.3
13753,16.3609,6.7576,47.7,42.4
13754,16.0850,7.0353,47.2,43.6
13757,15.7683,7.1455,45.3,45.9
13760,16.1741,7.1020,47.7,43.6
13763,16.3794,7.0070,48.5,42.5
13767,13.0207,7.1362,29.7,63.4
13779,14.5043,7.2629,38.5,52.3
13783,14.0609,6.9872,34.6,55.7
13784,14.0055,7.1719,35.1,55.4
13787,15.8007,6.9801,44.5,46.2
1379,15.0087,6.6076,38.7,50.6
13791,15.7711,6.9862,44.3,46.3
13795,15.8428,6.9436,44.5,46.0
13799,15.8305,6.9686,44.6,46.0
13803,15.0554,6.9481,40.0,50.9
13807,15.5295,7.3153,42.9,48.6
13810,14.9785,6.9789,39.7,51.2
13817,14.9651,7.0226,39.9,51.0
13832,15.4300,7.3285,42.5,49.0
13835,15.6477,7.6321,44.9,47.8
13841,15.4158,7.3360,42.9,48.1
13856,14.1028,6.8483,34.3,55.9
13858,13.9551,6.7935,33.6,56.6
13859,15.3288,7.3075,43.6,47.4
13875,14.1309,6.7939,34.2,56.1
13877,14.0486,6.7109,33.7,56.4
13879,12.0593,6.9252,25.1,68.3
13881,13.1008,6.8222,28.6,63.0
13891,15.4467,7.6183,44.7,47.4
13892,16.5549,7.1850,49.8,41.6
13893,15.4110,7.3230,43.4,48.2
13894,16.5197,7.3279,50.0,41.8
13895,15.3024,7.5640,43.5,47.8
13896,15.8900,7.2174,45.4,45.9
139,12.7842,6.8718,27.2,64.7
13945,12.1980,6.1897,23.4,67.8
13948,11.3671,5.7973,17.9,73.9
13951,12.2554,6.2003,23.7,67.5
13963,13.7606,6.5325,30.4,59.2
13964,13.7473,6.5424,30.4,59.2
13976,15.2791,7.6177,43.7,48.3
13977,16.6368,7.1126,50.6,40.5
13978,19.6470,5.8890,69.0,22.2
13979,16.4546,7.1508,48.9,42.4
13980,15.9147,7.1523,46.0,45.0
13981,19.0048,6.2713,65.5,25.3
13987,12.8612,6.3688,25.9,64.5
14006,18.3852,6.8741,60.9,31.7
14007,18.3738,6.8877,60.9,31.7
14008,16.7754,7.3900,51.7,40.7
14011,14.9832,6.9896,40.5,48.7
14014,13.9321,6.7887,33.7,57.2
14016,11.5372,6.2066,21.1,70.6
14017,14.3520,6.7574,35.6,54.7
14018,15.6941,6.9518,44.2,46.3
14020,16.9668,6.9537,51.7,39.0
14021,14.6488,7.6625,39.0,53.8
14022,13.7560,6.6230,31.6,58.4
14025,15.6764,6.8251,43.4,45.8
14032,15.5748,6.4088,40.7,48.3
14046,17.0661,6.6174,52.4,37.6
14047,17.4895,6.8165,55.0,36.4
14050,15.7916,6.7603,43.8,45.1
14053,17.4009,6.7841,54.5,36.6
14056,17.0239,6.6077,52.2,37.7
14058,17.0305,6.6052,52.3,37.7
14059,17.3205,6.5547,54.1,36.0
14060,17.2799,6.5616,54.0,36.1
14061,17.1567,6.5332,53.2,36.6
14062,17.2947,6.6377,54.6,36.0
14063,16.1309,6.7741,47.2,42.1
14081,13.5181,7.1372,32.3,59.4
14086,17.3386,6.7377,54.3,36.8
14102,15.3180,7.1160,43.2,47.3
14103,15.2165,7.1527,42.8,47.9
