GPU time: 12725.382s for 4571
building_id,mean,std,%>18,%<15
14107,12.4937,6.3986,24.8,66.3
14108,15.7743,6.9579,45.4,44.8
14112,12.1253,6.9581,26.6,65.1
14113,14.9888,6.2118,36.6,49.6
14114,14.4732,6.3586,34.3,54.3
14115,15.9993,6.1053,43.7,43.7
14116,13.8114,7.4809,37.1,55.7
14119,14.8286,6.4568,35.9,51.2
14123,12.4211,6.3760,24.0,67.2
14128,16.3542,7.1199,49.3,41.7
14131,15.4118,7.2558,44.5,47.0
14134,12.5163,7.0182,28.2,64.4
14136,12.5415,7.0567,28.4,64.1
14139,17.1711,6.6583,53.6,36.5
14140,14.7836,6.9129,39.0,50.6
14144,17.2306,6.9036,53.7,37.5
14147,13.1002,7.3152,31.3,61.6
14151,16.9898,6.6685,51.8,38.7
14153,16.8135,7.1111,51.2,40.2
14161,14.9853,6.7895,39.1,51.0
14166,14.9609,6.7712,39.4,49.1
14170,14.6764,6.7651,36.2,53.8
14175,14.1914,6.7802,34.3,55.6
14176,16.2215,7.3364,47.9,44.4
14177,14.4929,6.7037,35.1,55.3
14183,16.0467,7.3271,46.8,45.1
14187,14.1170,6.8164,34.4,56.3
14193,14.9426,7.1265,40.4,50.5
14197,11.6238,7.2361,25.9,67.9
14201,12.2103,7.2240,27.7,65.4
14205,10.9819,6.7941,21.1,72.7
14255,15.8483,7.4790,47.4,45.0
14270,12.5386,6.8861,26.8,63.8
14271,11.6090,6.6044,21.4,70.3
14272,15.2734,6.7909,40.3,49.5
14274,15.7986,6.7963,43.9,45.7
14278,14.8031,7.0499,39.1,50.7
14279,14.8523,7.0963,40.4,50.2
14281,13.7105,6.8665,31.6,59.6
14282,10.3601,5.9802,15.9,78.2
14289,16.5948,6.8976,50.6,39.7
14290,15.7019,6.9518,45.1,45.3
14294,13.1638,6.7135,29.8,60.8
14307,11.5347,6.9332,22.7,70.3
14308,12.1354,7.0258,25.7,67.5
14314,15.6134,6.7159,42.8,46.5
14315,15.6132,6.6767,42.6,46.7
14316,15.3595,6.7222,41.6,47.7
14317,14.7387,6.7829,38.1,52.3
14319,17.1401,7.0792,54.3,37.1
14332,15.8555,6.7937,45.2,43.9
14333,14.9952,7.0916,40.8,50.0
14336,15.7263,7.0517,45.1,45.8
14342,14.2158,6.8185,35.4,54.4
14349,14.4336,7.2293,38.0,53.5
14351,12.6238,6.9445,26.5,65.4
14370,16.3915,6.9431,48.5,42.2
14373,19.6920,5.4028,70.7,19.4
14377,16.4776,6.9385,49.0,41.7
14379,19.7312,5.3792,70.9,19.2
14387,14.5100,6.6595,36.8,53.8
14389,14.0737,6.5844,34.1,55.6
14392,11.9240,6.3426,22.7,68.8
14395,11.2791,6.4005,20.8,71.2
14397,14.8181,7.1686,38.7,51.6
14402,14.6826,6.6718,34.1,54.3
14404,14.1502,7.0840,35.2,55.9
14409,14.2846,7.0825,36.0,55.0
14414,14.3133,7.1312,36.3,55.0
1442,14.7196,7.1270,39.7,50.8
14425,13.9756,7.1877,35.5,57.0
14429,15.9252,6.8766,46.4,43.9
14433,12.8116,7.1418,30.9,61.3
14435,13.8782,7.1014,35.0,56.6
14437,17.3274,6.6719,54.1,36.5
14439,11.7347,6.8924,23.5,68.2
14440,11.2385,6.5452,20.0,71.7
14441,15.5807,6.9014,42.6,47.6
14443,15.9110,6.7680,43.8,45.5
1445,14.4105,5.8843,30.4,56.9
14451,17.5356,6.2432,56.6,33.2
14477,14.1225,7.0327,35.4,56.2
14478,14.4615,6.9016,36.1,54.5
1448,12.5611,7.4748,29.3,64.0
14489,15.3131,6.5945,40.1,48.1
1449,13.4994,5.9313,25.6,61.8
14496,13.6878,6.6103,32.0,58.2
14504,16.0794,7.0449,46.9,43.8
1451,14.2899,7.0273,36.4,55.2
14513,11.9746,6.9504,24.0,68.5
14521,11.3871,6.8476,22.4,71.5
14522,12.4795,7.0765,27.1,65.8
14525,12.9967,6.7650,27.9,63.8
14529,15.0770,7.0440,41.4,49.3
1453,10.6558,5.1764,12.4,80.4
14531,16.9149,6.5009,50.8,37.3
14533,14.5982,7.3423,39.6,52.6
14547,17.5416,6.6714,56.2,34.5
14549,15.2791,6.5164,40.7,47.6
14550,14.5723,6.7415,37.0,52.8
14552,14.7742,6.8990,38.7,51.5
1457,10.4564,5.2424,12.5,80.6
14571,10.2223,6.5086,16.2,77.1
14572,14.7336,6.9178,38.6,51.7
1461,14.0948,6.1480,31.5,57.4
1464,11.8424,6.9692,24.4,69.0
1465,15.5276,5.8824,37.7,50.0
1470,13.0260,6.6792,28.9,60.6
14711,16.6056,7.2407,50.5,41.3
14717,17.6653,6.8584,56.3,34.7
14718,17.8200,6.8725,57.8,33.8
14727,16.4203,7.3130,49.8,41.9
1473,10.2259,6.7142,19.9,74.5
14733,17.7755,6.8822,57.0,34.4
14734,17.7990,6.8679,57.6,33.9
14744,17.6258,6.8955,56.0,35.8
14747,15.9256,7.1196,46.2,45.0
14758,13.8100,6.5356,31.4,58.0
14759,14.4311,6.9550,36.6,54.2
14761,14.5242,6.9573,36.9,53.8
14762,9.6142,5.8101,13.5,80.5
14764,13.6194,6.9898,32.7,59.0
14765,13.7005,7.0248,33.2,58.6
14766,13.7657,7.0681,33.4,58.5
14767,13.7456,7.0626,33.5,58.5
14774,13.9893,7.3726,35.6,56.4
14776,14.9784,7.0298,41.2,49.1
14777,15.7596,6.6143,43.8,45.3
14785,15.7112,6.9912,45.2,44.8
14790,16.0643,6.7177,46.4,43.0
14799,15.2048,7.1377,43.4,46.9
14803,14.6713,6.9906,39.0,51.3
14804,13.7166,7.5927,37.0,55.2
14806,15.1320,7.0154,41.6,48.4
14808,15.0777,6.9333,40.7,49.0
14814,14.9258,6.9207,40.1,49.4
14816,14.5409,7.1575,39.0,51.6
14818,14.3635,7.0668,37.4,53.9
14819,15.9026,6.8635,45.4,44.9
14838,15.4287,6.5746,39.6,48.7
14842,13.1717,7.4770,32.2,61.4
14877,13.9079,7.0930,35.4,55.6
14878,14.7524,6.9518,38.6,51.2
14879,16.8340,6.9994,50.2,39.9
14880,13.3634,6.9599,31.0,59.8
14881,14.8033,7.0263,39.2,50.9
14888,16.3051,6.9933,47.1,43.2
14889,20.8271,5.8446,75.1,18.7
14890,14.3817,7.2764,37.7,54.8
14891,14.4572,7.2519,37.9,54.4
14892,13.0990,7.3535,31.9,60.4
14895,13.0560,7.5216,32.1,61.0
14897,12.3385,6.5297,24.2,66.3
14923,13.7135,6.6293,32.3,58.4
14933,14.3131,7.1693,37.2,54.1
1494,11.8644,7.5403,28.4,65.7
14946,15.1655,6.9276,39.8,51.3
14949,14.7113,7.2215,39.1,53.0
1495,16.5304,7.6218,51.0,42.5
14952,15.7417,7.0183,43.8,47.1
14954,13.4150,7.0953,31.8,60.7
14955,16.2898,7.0013,47.6,43.5
14956,13.9431,7.4687,36.1,56.0
14957,14.1866,7.0525,34.9,56.2
14958,11.7713,7.2654,26.0,67.4
14959,16.7688,7.1921,50.4,40.7
1496,14.8321,8.1157,42.6,52.3
14960,16.9032,7.1804,51.4,39.3
14966,13.0657,7.0971,30.8,62.2
14971,10.4250,6.7316,19.0,74.6
14972,10.2772,6.7679,18.7,75.0
14987,9.8992,6.3955,16.4,77.8
14989,10.3738,6.4923,18.4,75.6
14991,13.5475,7.6576,34.9,58.8
14992,12.8465,6.6128,26.1,64.3
15009,16.2339,6.6184,46.0,42.5
15013,17.1333,6.7795,51.8,37.9
15015,16.1873,6.6337,45.8,42.8
15018,14.4723,6.9078,36.0,54.6
15019,18.1796,6.9191,58.7,33.1
15022,18.2522,6.7139,60.7,31.4
15024,16.9812,7.1196,51.5,40.1
15025,18.4414,6.6867,60.7,30.6
15028,17.3566,6.7550,55.0,36.3
15029,10.2965,6.3279,17.3,75.9
15030,11.0882,6.9157,22.0,72.3
15040,12.1866,6.4155,24.1,67.8
15044,12.5012,6.5218,25.8,65.8
15051,12.0714,6.8995,24.6,67.8
15052,13.0018,6.5067,27.1,62.2
15055,13.4952,6.9415,30.7,59.3
15061,13.5129,6.7788,32.6,57.9
15063,13.5660,6.8272,30.9,59.9
15068,15.3490,6.6857,39.8,49.0
15069,15.9709,6.6094,44.1,45.2
15080,15.4087,6.5826,40.0,48.7
15081,15.8962,6.6264,43.9,45.5
15084,13.3287,6.8725,30.6,61.0
15096,14.1659,6.8005,35.2,55.7
15109,13.6602,6.8768,32.6,58.9
15116,11.9019,6.2972,22.5,67.9
15118,16.3122,6.6493,47.0,42.0
15119,11.6603,6.6773,23.3,68.9
15120,12.9895,7.5084,31.9,61.5
15121,13.0354,7.5051,32.1,61.3
15124,14.3416,7.0387,36.8,53.6
15125,15.4658,6.7755,43.5,46.5
15126,14.9666,7.3212,41.1,51.0
15130,12.5869,6.9731,28.2,63.6
15131,12.6163,6.9715,28.3,63.5
15133,14.7382,6.5362,36.3,52.0
15136,12.2009,6.9609,26.4,66.5
15141,10.2447,6.2830,17.0,76.4
15147,12.1633,7.0211,26.5,66.0
15150,13.8836,6.4890,32.5,57.1
15166,12.8617,7.0177,29.8,60.7
15173,15.8925,6.8720,45.1,45.1
15177,15.2852,6.7808,40.3,50.3
15179,15.1325,7.1234,40.5,51.0
15184,12.4474,7.1450,28.6,64.6
15185,12.6393,6.7869,27.0,64.1
15186,11.9088,7.3525,27.0,67.1
15187,12.6387,7.2432,29.6,63.3
15188,11.8996,7.3776,27.0,67.0
15191,14.8056,7.1996,40.3,50.7
15192,13.7336,7.0814,34.4,56.8
15193,11.9440,6.7783,24.7,67.9
15195,12.7365,6.6183,27.6,63.9
15199,12.2475,6.5370,24.5,67.0
15200,14.7805,7.2973,39.5,52.1
15202,14.9848,6.4277,34.5,52.5
15203,12.9339,7.2585,30.0,62.7
15204,13.8683,7.4602,35.1,57.8
15206,12.8869,6.5828,27.1,65.4
15216,16.3270,6.9720,47.4,43.3
15218,15.7945,6.9091,43.2,46.8
15220,16.8075,6.9126,50.8,39.4
15222,15.5960,6.9973,42.5,47.9
15230,16.4703,6.7226,48.6,40.6
15237,14.7860,7.3458,39.3,52.7
15238,16.5028,6.6938,48.7,40.6
15240,16.7351,6.7085,49.5,40.0
15247,12.2782,6.7663,24.9,66.9
1527,17.7047,6.7478,56.8,34.5
15287,12.6787,6.6858,27.5,63.9
15288,11.3423,6.3744,20.2,72.7
15290,15.0439,6.5625,38.4,50.7
15292,15.0069,6.6788,39.6,50.2
15293,16.6771,6.2084,49.5,38.8
153,12.3999,6.6457,25.7,65.7
15302,15.1302,7.2220,41.4,49.8
15304,14.7235,7.3967,39.4,52.4
15306,15.0321,6.9803,39.6,51.1
15308,14.0380,7.3322,36.0,56.9
15320,17.5630,6.5383,57.0,33.9
15328,16.6236,6.7445,50.2,40.3
15333,17.5533,6.5186,56.8,33.8
15338,16.0476,7.1749,47.7,44.1
15343,12.2418,5.9070,20.5,68.6
15348,13.3833,6.9787,31.8,58.8
15352,12.2314,6.9621,25.8,67.3
15353,15.7842,6.8712,45.5,44.5
15355,15.6019,6.7734,44.1,46.1
15360,16.0569,6.8518,46.7,43.6
15361,16.5819,6.7192,49.3,40.2
15362,18.1362,6.4411,60.0,30.6
15363,18.4810,6.3359,62.6,28.4
15364,10.6415,5.8587,15.9,77.0
15365,10.6856,5.8321,16.0,76.9
15366,10.5952,5.8683,15.8,77.1
15367,10.5339,4.4557,7.7,83.4
15369,17.1486,6.9731,53.0,38.5
15370,16.3582,6.8084,47.6,42.4
15372,16.6895,6.8204,50.0,40.3
15375,16.4936,6.7350,47.6,41.9
15376,12.9063,7.7719,33.4,60.9
15377,14.8005,6.9939,37.3,53.2
15378,15.3610,6.9048,40.8,49.1
15379,14.7801,6.9723,37.2,53.3
15380,15.0762,7.0017,39.2,51.4
15382,12.5085,7.4479,30.1,63.3
15384,14.4013,6.7920,35.3,55.1
15386,16.5157,6.8964,48.2,41.9
15387,15.4179,6.6530,43.1,46.6
15393,16.9847,6.8445,51.0,39.2
15394,14.0914,6.6244,32.7,55.0
154,12.0001,6.8248,24.8,67.9
15401,14.3546,7.1205,36.7,55.4
15402,13.9876,6.6932,33.0,56.9
15403,12.3107,6.8983,26.8,65.8
15404,14.5630,6.7945,36.5,53.8
15405,12.9881,7.2001,31.1,60.8
15406,14.7751,7.0101,38.0,52.6
15409,17.0174,6.7609,50.5,39.3
15410,14.0993,6.4094,31.5,56.1
15411,16.8676,6.8628,51.2,39.3
15413,16.5872,6.9124,49.1,41.5
15415,16.5115,6.8971,48.9,41.7
15417,16.2724,6.8082,47.4,42.6
15419,16.0634,6.7227,45.9,43.5
15420,16.5619,6.8123,49.3,41.0
15431,16.5399,6.8405,49.0,41.3
15432,16.9083,6.7537,51.3,38.9
15435,16.6096,6.7437,49.5,40.7
15436,16.3545,6.7586,48.0,42.0
1544,13.9503,6.6759,33.9,56.0
15457,14.2684,6.6987,34.6,55.1
15459,16.8295,6.8455,50.9,40.2
15460,13.2089,7.0417,30.1,61.9
15462,14.6413,6.9547,36.7,54.6
15482,9.6303,5.8303,13.0,80.7
15484,10.1395,6.0854,15.3,77.8
156,14.2083,6.9506,34.9,54.9
15605,17.6494,6.9560,57.3,34.9
1573,9.7139,6.1545,15.2,80.0
1575,14.1273,7.1203,36.1,54.8
1576,13.4305,7.9459,36.0,57.9
1578,15.3033,7.3110,40.6,51.6
1588,12.8254,6.3702,28.2,60.2
1594,17.9072,6.5665,57.2,32.7
1595,14.1736,7.0085,35.5,54.9
1599,16.3987,6.7385,47.4,42.3
1601,12.7589,6.6363,26.7,65.0
1602,14.4980,6.8099,34.4,54.1
1624,13.3271,6.9147,31.6,60.0
1627,14.7383,7.1265,38.7,52.8
1632,11.0931,6.8178,22.5,71.3
1636,12.5465,6.7115,25.2,67.2
1637,13.9536,6.5765,32.0,57.5
1638,12.0305,6.1579,21.8,68.9
1639,18.8521,5.9230,64.0,24.7
1640,16.1667,7.1098,47.1,43.9
16468,15.9428,6.7568,43.5,46.0
16469,16.1473,6.7534,44.3,45.4
16495,17.8786,6.7503,59.0,32.3
16497,14.4071,6.9951,37.9,52.9
1654,14.2017,7.6410,38.4,55.6
1655,13.9748,7.1145,35.8,55.9
1656,16.3812,7.0820,49.0,42.1
1662,11.9267,6.6164,23.6,67.9
1663,13.9758,6.5913,33.8,55.6
1664,14.8882,6.9900,40.6,49.9
1665,17.1320,6.4547,53.7,35.2
1675,15.5249,6.6433,41.5,47.3
1686,13.9271,6.7025,32.9,57.6
1689,14.5684,6.7800,37.3,51.8
1705,14.9942,6.5952,40.9,46.8
1706,13.7352,7.2679,35.2,56.2
1712,15.4984,6.6627,42.2,46.9
1715,12.4379,6.9018,27.3,65.5
1718,10.9447,6.3553,19.1,74.5
1719,10.4312,6.0609,15.7,77.7
1723,15.0677,7.3556,41.4,49.9
1724,11.7832,6.3007,21.6,69.6
1725,15.4768,7.4085,44.1,47.8
1728,16.1895,7.1083,47.3,44.0
1733,15.0525,7.0552,40.6,49.8
1736,16.7771,6.7271,49.2,39.8
1748,17.3665,7.0859,55.3,36.9
1752,17.4256,6.8845,54.6,36.6
1755,12.7267,6.6823,27.5,63.9
1759,12.8002,7.1867,32.3,59.7
176,10.2199,6.6696,18.4,76.9
1764,15.1938,7.0056,41.0,49.3
1765,15.6030,6.7898,43.0,46.1
1768,10.4659,5.8669,15.2,78.0
1769,14.8487,7.5314,41.9,50.6
1776,11.1806,7.0215,22.8,71.5
178,12.4631,7.5640,30.6,63.3
1787,16.5274,7.1695,50.0,41.5
1788,16.6238,7.1471,50.4,41.1
179,12.5927,7.2625,28.2,65.4
1802,14.8503,6.8496,38.1,51.9
1805,11.4497,6.9394,23.0,69.8
1809,13.6041,6.1343,27.7,59.5
1810,14.1565,6.0708,32.9,53.5
1817,13.1195,7.0546,31.1,60.5
18191,13.9652,7.3363,35.5,57.0
1827,17.5009,6.5164,55.4,34.0
1833,13.4197,6.6548,28.5,64.2
18392,18.0235,7.1551,57.9,34.7
18394,17.0984,6.9242,51.9,38.8
184,15.2595,6.7096,40.4,47.3
1840,13.0664,7.2357,30.6,62.3
1841,11.4099,6.0065,18.8,72.0
1842,15.4359,7.0106,42.9,48.1
1845,12.5327,5.9783,21.5,66.4
1848,14.4929,6.9215,35.9,55.1
1849,13.3742,7.0850,31.2,60.9
1850,14.0540,6.8209,33.7,57.3
1851,13.5834,7.2179,32.8,59.2
1853,12.8670,7.0063,30.3,61.7
1854,9.3683,6.0935,15.3,78.5
1856,14.0184,6.5948,31.8,56.8
1859,14.2108,7.0542,37.0,54.1
1860,13.5480,7.1143,32.7,59.3
1865,14.1212,6.7671,33.5,56.1
1866,12.1749,6.6785,25.2,67.1
1867,14.2934,6.6841,35.0,54.9
1869,16.5179,6.6687,48.6,41.2
1872,14.7744,6.6273,37.3,52.3
1873,15.7443,6.8288,43.7,46.5
18743,14.3902,6.4117,35.3,53.5
18749,15.7538,7.1915,44.3,47.2
1877,15.8226,6.8669,44.3,45.7
1878,14.5663,7.0546,38.3,52.9
1880,13.1101,6.6533,28.7,61.3
1881,11.8113,7.0540,24.5,66.7
1885,15.7257,7.0859,44.1,46.4
1897,12.2348,6.7614,26.2,66.1
1910,15.6425,6.0430,38.4,47.2
1922,14.3178,6.5068,34.2,52.6
1925,13.3726,6.7547,30.6,57.0
1931,18.1809,6.2913,58.8,31.0
1934,9.8613,6.3532,15.8,79.3
1935,11.3717,7.0041,23.4,69.8
1938,9.8184,6.3472,15.8,79.4
1939,11.3561,6.9881,23.3,69.9
1943,12.1641,7.5573,28.8,65.2
1944,12.1323,7.4142,27.8,65.9
1946,10.3945,6.2887,18.2,74.5
1948,15.0440,6.8511,39.6,50.0
195,12.5255,6.6706,25.5,66.0
1953,14.0052,6.2611,31.5,56.0
1956,14.8308,6.4908,36.7,51.3
1965,13.3282,6.7218,28.9,62.0
1966,13.2654,6.8142,28.9,62.5
1968,14.8018,6.8233,35.9,53.6
1972,14.6586,6.7817,36.8,53.5
1973,14.0859,6.5656,34.6,55.0
1974,14.6609,6.5905,36.2,53.1
1975,16.0684,6.8082,47.8,42.6
1976,15.2818,6.7278,41.3,47.2
1977,16.1011,6.6123,47.1,42.5
1978,15.6642,6.6700,43.3,46.2
1979,19.5170,5.7957,68.1,23.2
1980,14.2903,6.9057,35.7,54.8
1981,14.3557,6.9169,37.0,53.1
1982,14.8065,6.7004,37.3,52.7
1983,19.0251,6.2885,64.3,27.7
1984,12.4274,6.6946,25.8,64.4
1986,15.2608,6.9053,41.5,47.0
1988,14.5462,6.7979,36.4,51.4
1989,15.1141,6.7141,39.6,48.1
1990,13.4454,6.4867,28.5,59.6
1991,14.6218,6.7609,37.0,51.9
1992,11.0707,6.6576,20.9,72.8
1993,8.6496,5.4620,10.2,86.0
1994,14.7640,6.3009,37.5,49.8
1996,12.8357,6.2972,25.8,64.6
2000,15.9588,7.0242,45.3,45.5
2001,15.8032,7.0248,44.7,46.2
2002,16.0595,7.0402,46.1,45.4
2003,16.6931,7.5915,51.6,41.5
2005,15.8309,6.9925,44.5,46.5
2006,15.4705,6.9986,41.8,49.3
2007,16.8549,6.9542,51.5,39.6
2008,16.1862,7.7803,49.1,44.3
201,17.8660,6.4762,56.0,32.6
2018,15.9950,6.3055,42.9,43.4
2019,15.9572,6.3046,42.7,43.7
202,13.7605,6.5985,31.0,58.1
2023,15.8792,6.3047,42.2,44.5
2024,16.1770,6.6249,46.8,42.7
203,12.9417,6.5607,26.9,64.1
2030,11.4143,6.1019,19.4,72.6
2038,16.5197,6.6610,48.7,40.9
2039,12.7266,6.2760,24.0,66.2
2041,15.7356,6.6177,44.0,45.7
2049,15.5850,6.5393,42.9,46.5
2057,14.9085,7.0427,37.9,52.8
2058,15.6629,6.9319,42.6,47.6
2059,14.5854,6.8180,36.2,53.5
2060,14.3567,6.9369,35.2,55.3
2061,13.3533,7.1661,32.2,59.8
2069,15.0303,6.9789,40.4,50.0
2070,13.2349,7.4427,32.5,60.1
2071,13.4394,7.0035,31.2,60.5
2072,12.9550,6.8531,28.5,62.7
2073,14.4789,6.8605,35.8,54.5
2075,16.8010,6.8689,50.8,39.8
2077,12.4765,7.3493,29.3,62.7
2097,14.2623,7.1982,36.5,55.5
2103,11.3557,6.2614,20.2,71.5
2112,15.4202,6.5334,40.1,46.9
2113,15.3292,6.5692,39.9,48.0
2114,11.6002,6.5270,23.2,68.7
2118,15.4345,6.4739,39.8,47.4
2122,15.5659,6.5888,40.2,46.1
2123,15.1376,6.7589,39.3,49.5
2127,14.6051,6.4906,34.7,52.8
2128,18.6382,5.9561,62.5,26.4
2130,10.8606,6.4883,19.6,72.9
2134,13.5561,7.3662,34.8,58.0
2136,12.8686,6.4129,27.7,61.4
2137,13.5507,7.5949,35.0,57.7
2139,14.5161,7.0920,37.3,53.9
2140,14.8433,7.2173,39.5,52.1
2141,15.0992,7.2813,41.1,50.4
2142,10.1312,5.6033,12.9,78.8
2143,14.8432,7.2613,39.6,52.0
2144,14.4563,7.3803,38.0,54.5
2145,14.8091,7.2738,39.6,52.2
2146,10.0110,5.6053,12.9,79.2
2147,14.6967,7.1602,38.6,52.7
2148,14.4607,7.1956,37.2,54.6
2149,14.1789,7.1770,36.1,55.4
2155,16.5611,6.4196,47.8,40.0
2156,12.6169,6.4101,24.8,65.0
2160,14.4025,6.6732,36.2,53.7
2161,12.0979,6.8261,25.8,65.9
2162,14.2896,6.4170,34.3,54.3
2165,13.5197,7.0766,31.9,59.8
2166,14.8238,6.9585,38.3,52.0
2171,14.0811,7.1419,34.5,57.1
2172,14.9756,6.7553,38.7,51.0
2173,14.6286,6.8455,36.3,53.5
2174,14.1796,6.6185,33.4,56.2
2175,15.7303,6.9595,44.6,45.8
2177,13.8086,6.2477,29.4,59.5
2179,17.1338,6.7053,52.6,37.3
2180,17.2264,6.9900,54.3,37.3
2181,16.5018,7.0680,49.6,41.7
2184,17.2739,6.7341,54.4,35.9
2185,17.2514,7.1915,54.0,38.5
2189,12.9477,6.4743,28.2,62.9
2190,12.1445,6.4533,23.9,68.4
2194,11.4137,6.3300,21.6,71.5
2195,17.0073,6.9482,52.8,38.4
2196,17.0072,6.9046,52.4,38.4
22206,13.5276,6.8894,34.9,56.1
22211,15.6910,7.3283,45.6,46.7
22212,11.4666,6.7792,23.0,70.2
2224,12.3957,6.8427,25.4,67.6
2226,12.0072,7.0371,24.7,68.4
2227,15.5076,6.6787,41.4,47.8
2228,13.3599,6.7063,28.7,61.5
223,15.3661,6.9055,41.8,48.4
2230,11.9946,7.0526,24.8,68.3
2231,15.6556,6.6475,42.2,47.2
22328,19.0666,6.9745,67.2,26.7
22330,18.6952,6.7899,63.4,29.0
22331,17.8908,7.0450,58.0,34.2
22333,17.3869,6.7917,54.7,35.6
22334,13.7211,7.8559,37.6,55.6
22335,15.7186,7.0638,44.3,46.4
22336,16.9683,7.2511,53.1,39.1
22337,16.9581,7.2485,53.0,39.1
22338,16.9893,7.2238,53.1,39.0
22339,15.3433,6.9767,41.9,47.9
22340,16.6338,7.2846,51.3,39.8
22341,12.7251,6.8815,26.2,65.4
22342,15.2890,6.5300,40.8,48.3
2236,12.9166,6.2886,24.7,63.0
2238,11.9172,7.0118,24.2,69.0
22381,17.0312,6.8830,52.4,38.3
22383,16.2624,7.0306,48.6,41.6
22386,15.5688,7.0467,44.0,45.9
2239,13.5141,5.8169,26.9,59.3
22435,14.6950,6.8462,38.4,51.6
22437,13.5020,6.1572,27.9,59.5
22439,13.1260,6.0682,25.1,61.5
2244,10.1986,5.8564,14.8,79.1
2245,10.3230,5.8870,15.5,78.0
2246,8.8017,5.8865,12.5,83.3
2247,9.8887,5.9414,14.5,79.8
2248,17.5351,6.7152,55.4,35.4
22483,17.5053,6.5154,55.7,34.7
22485,16.4621,6.9546,47.9,40.7
22486,16.2092,7.0500,46.3,42.6
2249,15.9216,6.7382,45.6,44.4
22492,17.8746,7.0749,57.5,34.4
2253,16.8165,6.7417,50.5,39.7
2258,17.8202,6.7445,57.5,33.8
2260,17.2178,6.9455,54.3,37.2
2265,17.8215,6.7932,57.7,34.0
2266,17.0315,6.1861,50.7,36.8
2268,16.7727,6.9946,51.5,39.6
2269,16.8906,7.0078,52.2,39.1
2270,17.3726,6.7337,54.6,36.3
22728,11.9497,6.1498,21.5,68.1
22730,12.3249,6.1665,23.3,65.5
22740,11.6448,5.9984,19.8,71.1
22751,13.6723,6.4164,29.9,58.9
2276,15.6010,7.3254,43.7,47.4
22768,12.3443,6.2083,23.7,65.2
2277,16.2003,7.6108,48.5,43.4
22784,11.9531,6.1608,22.0,67.9
2280,15.4277,7.0608,43.6,47.3
22804,12.3139,7.1713,27.6,65.4
2281,15.1209,7.5748,42.0,49.5
2282,13.9297,7.7417,36.3,56.7
22825,11.9495,6.9876,25.7,67.4
22838,14.6521,6.8827,38.5,51.7
2284,14.6448,7.8301,40.7,52.8
22844,15.1526,7.2639,40.9,52.2
2285,12.0173,6.2441,21.9,69.6
22855,15.7124,7.2808,44.6,47.8
2286,10.3515,5.9453,15.4,78.1
22866,14.9397,7.4150,40.7,52.5
2288,12.3498,6.4581,24.2,68.0
22886,15.0425,7.1354,40.2,52.4
2291,15.4350,6.1069,37.9,50.7
22922,14.5901,7.5463,39.4,54.1
22954,15.2707,6.4037,38.0,49.2
23,14.4278,7.1692,37.8,53.6
2300,11.7300,6.5301,22.2,71.2
2301,11.8118,6.5107,22.3,70.9
2303,10.6060,6.4112,18.6,75.3
2307,11.7423,6.4999,22.0,71.4
23079,14.4014,6.6656,35.1,54.4
23080,14.8951,6.6841,38.1,51.3
23087,13.8015,6.9514,34.3,56.2
2309,13.2182,6.1102,25.2,64.2
23091,11.5301,6.0557,19.1,72.2
23093,12.5475,6.6557,25.6,64.9
23099,13.9623,6.5937,32.5,56.8
2312,12.1121,6.2936,22.2,70.6
2314,11.9786,6.3564,21.3,71.5
23147,13.3875,6.2382,27.8,61.5
23150,13.1217,6.6537,27.5,61.4
23156,14.1005,6.8960,36.1,53.8
23181,13.1691,6.3418,27.4,62.2
23186,12.6866,6.6728,26.4,62.8
23193,14.2818,7.1493,37.5,52.5
2320,12.9538,5.9956,23.0,68.2
23203,11.3866,7.0383,24.5,69.7
2321,13.1935,6.1451,26.1,62.7
23213,12.9781,7.2214,30.6,62.4
23229,12.3145,7.3870,28.5,65.1
2323,11.3783,6.4408,20.6,73.0
23246,12.4308,7.3993,29.1,64.6
2326,13.3980,6.1456,26.1,63.3
23269,13.0832,7.1640,30.6,62.0
2327,16.9044,6.3372,50.8,37.8
23278,15.0858,7.1379,39.9,51.0
2330,16.5101,7.0773,49.7,41.6
23317,14.2634,6.4952,31.6,57.7
23341,14.2635,6.4928,31.4,57.7
23344,12.6424,5.9596,22.5,64.1
23383,12.6944,6.1961,25.5,62.5
23384,13.5548,6.3894,31.0,57.3
23395,15.1886,6.7268,41.1,48.6
23399,16.7038,6.7158,50.8,39.7
23409,16.9895,6.8489,50.9,39.5
23417,13.2915,6.3770,27.5,61.2
2342,19.2636,5.9357,68.3,23.7
2343,16.9620,6.9520,51.4,39.7
23435,14.5675,6.6307,35.7,53.8
23444,14.8785,6.7498,39.8,50.4
23448,12.9338,6.9116,29.1,61.8
23451,11.1146,6.2193,18.6,74.1
23461,10.6801,6.0039,15.7,74.9
23516,14.1463,6.8703,34.6,55.3
23517,13.9758,6.8593,34.0,55.9
23520,15.5871,6.9649,42.5,47.9
23522,16.5444,7.2061,49.6,41.8
23534,15.5656,6.9642,42.4,48.0
23536,16.5366,7.2050,49.6,41.9
23553,14.0646,6.7670,33.9,55.6
23556,13.9120,6.8653,33.9,55.9
23562,12.3913,6.8556,26.1,65.6
23566,11.8341,6.7532,23.7,68.9
23573,16.5178,7.1332,51.6,40.3
23585,17.2002,7.3287,54.8,37.6
